ID,STATE,ROLE,GRADE,SCHOOL_TYPE,EXPERIENCE,TAGS,DEVICES,PARTNERS,FEATURES,SUBJECT
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Physics
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Math
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,English
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,ForeignLanguage
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Albebra2
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Geometry
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,PreCalc
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,History
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Science
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Biology
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Chemistry
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Geography
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Algebra1
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Drama
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,PreAlgebra
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Health
310053,GA,Teacher,High,Private,sixTen,State,BYOT,kno.com books,I would love to be about to have a set of multiple choice answers listed and then have several questions below them that the student can just put the correct letter for the answer.,Spanish
310075,International,Teacher,High,Public,elevenFifteen,na,BYOT,No response,No response,History
310075,International,Teacher,High,Public,elevenFifteen,na,BYOT,No response,No response,Other
310170,International,Teacher,High,Public,sixteenTwenty,Bloom,BYOT,Teesside University,No response,Science
310170,International,Teacher,High,Public,sixteenTwenty,Bloom,BYOT,Teesside University,No response,Biology
310170,International,Teacher,High,Public,sixteenTwenty,Bloom,BYOT,Teesside University,No response,Health
310224,MA,Teacher,High,Public,sixTen,na,BYOT,No response,No response,English
310253,International,Teacher,Other,Public,elevenFifteen,Other,computerLab,No response,"Inserting images is a very good tool, would you consider short animation or video clips? I can understand the size of these inserts could be a problem. Thank you.",Science
310253,International,Teacher,Other,Public,elevenFifteen,Other,computerLab,No response,"Inserting images is a very good tool, would you consider short animation or video clips? I can understand the size of these inserts could be a problem. Thank you.",Chemistry
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Physics
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Math
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,English
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,ForeignLanguage
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Albebra2
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Geometry
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,History
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Science
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Biology
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Chemistry
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,otherScience
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Geography
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Reading
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Algebra1
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,PreAlgebra
310433,FL,Other,Other,na,twentyMore,CommonCore,1to1,No response,No response,Spanish
310434,IL,Teacher,High,Public,sixTen,CommonCore,1to1,No response,No response,Math
310434,IL,Teacher,High,Public,sixTen,CommonCore,1to1,No response,No response,Geometry
310434,IL,Teacher,High,Public,sixTen,CommonCore,1to1,No response,No response,Algebra1
310464,CA,Teacher,High,Public,sixTen,State,1to1,No response,"Additional games/competitions--also, I would like to have the ability to run multiple quizzes at once.",English
310464,CA,Teacher,High,Public,sixTen,State,1to1,No response,"Additional games/competitions--also, I would like to have the ability to run multiple quizzes at once.",History
310464,CA,Teacher,High,Public,sixTen,State,1to1,No response,"Additional games/competitions--also, I would like to have the ability to run multiple quizzes at once.",Geography
310477,International,Teacher,Other,na,zeroFive,Bloom,1to1,No response,No response,Other
310477,International,Teacher,Other,na,zeroFive,Bloom,1to1,No response,No response,Science
310477,International,Teacher,Other,na,zeroFive,Bloom,1to1,No response,No response,Biology
310477,International,Teacher,Other,na,zeroFive,Bloom,1to1,No response,No response,Chemistry
310536,HI,Librarian,Elementary,Private,elevenFifteen,CommonCore,1to1,Not sure.,Time stamping of when students finish their socrative quiz/assessment and duration of time it took for them to complete the quiz. ,English
310536,HI,Librarian,Elementary,Private,elevenFifteen,CommonCore,1to1,Not sure.,Time stamping of when students finish their socrative quiz/assessment and duration of time it took for them to complete the quiz. ,Reading
310659,International,Teacher,Middle,Private,twentyMore,na,1to1,No response,No response,ForeignLanguage
310659,International,Teacher,Middle,Private,twentyMore,na,1to1,No response,No response,otherLang
310683,VA,Teacher,High,Private,twentyMore,Bloom,Other,Apple,Audio files for aural identification,Choir
310683,VA,Teacher,High,Private,twentyMore,Bloom,Other,Apple,Audio files for aural identification,Music
310883,International,Teacher,Elementary,Public,sixTen,Other,Other,No response,No response,ForeignLanguage
310883,International,Teacher,Elementary,Public,sixTen,Other,Other,No response,No response,French
310930,NY,Teacher,Elementary,Public,sixteenTwenty,Other,Other,No response,No response,Math
310930,NY,Teacher,Elementary,Public,sixteenTwenty,Other,Other,No response,No response,Algebra1
310956,TX,Teacher,High,Public,sixTen,Other,BYOT,No response,No response,History
310956,TX,Teacher,High,Public,sixTen,Other,BYOT,No response,No response,Geography
310986,PA,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,videos or sound clips,Math
310986,PA,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,videos or sound clips,English
310986,PA,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,videos or sound clips,History
310986,PA,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,videos or sound clips,Science
310986,PA,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,videos or sound clips,otherScience
310986,PA,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,videos or sound clips,Reading
310986,PA,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,videos or sound clips,PreAlgebra
310992,IL,Tech,University,Public,sixTen,Bloom,BYOT,No response,No response,Other
311070,CA,Teacher,High,Private,sixteenTwenty,Other,computerLab,No response,No response,Math
311070,CA,Teacher,High,Private,sixteenTwenty,Other,computerLab,No response,No response,English
311070,CA,Teacher,High,Private,sixteenTwenty,Other,computerLab,No response,No response,Other
311070,CA,Teacher,High,Private,sixteenTwenty,Other,computerLab,No response,No response,Algebra1
311070,CA,Teacher,High,Private,sixteenTwenty,Other,computerLab,No response,No response,PreAlgebra
311090,International,Teacher,na,Public,zeroFive,Other,Other,No response,No response,Physics
311090,International,Teacher,na,Public,zeroFive,Other,Other,No response,No response,Math
311090,International,Teacher,na,Public,zeroFive,Other,Other,No response,No response,Science
311090,International,Teacher,na,Public,zeroFive,Other,Other,No response,No response,PreAlgebra
311134,International,Teacher,University,Public,sixTen,State,BYOT,No response,No response,Science
311134,International,Teacher,University,Public,sixTen,State,BYOT,No response,No response,otherScience
311134,International,Teacher,University,Public,sixTen,State,BYOT,No response,No response,Health
311221,CO,Teacher,Elementary,Public,zeroFive,CommonCore,computerLab,No response,No response,Math
311221,CO,Teacher,Elementary,Public,zeroFive,CommonCore,computerLab,No response,No response,History
311221,CO,Teacher,Elementary,Public,zeroFive,CommonCore,computerLab,No response,No response,otherMath
311221,CO,Teacher,Elementary,Public,zeroFive,CommonCore,computerLab,No response,No response,Science
311221,CO,Teacher,Elementary,Public,zeroFive,CommonCore,computerLab,No response,No response,otherScience
311221,CO,Teacher,Elementary,Public,zeroFive,CommonCore,computerLab,No response,No response,Reading
311242,International,Teacher,Elementary,Private,zeroFive,CommonCore,BYOT,No response,No response,History
311242,International,Teacher,Elementary,Private,zeroFive,CommonCore,BYOT,No response,No response,Geography
311242,International,Teacher,Elementary,Private,zeroFive,CommonCore,BYOT,No response,No response,Reading
311242,International,Teacher,Elementary,Private,zeroFive,CommonCore,BYOT,No response,No response,ESL
311245,CA,Teacher,Middle,Public,elevenFifteen,CommonCore,1to1,No response,No response,Music
311245,CA,Teacher,Middle,Public,elevenFifteen,CommonCore,1to1,No response,No response,Band
311330,NC,Teacher,Middle,Public,sixTen,CommonCore,computerLab,No response,No response,Music
311433,TX,Teacher,High,Public,sixTen,State,1to1,No response,No response,Science
311433,TX,Teacher,High,Public,sixTen,State,1to1,No response,No response,Chemistry
311472,KY,Teacher,Elementary,Public,elevenFifteen,CommonCore,na,No response,No response,Math
311472,KY,Teacher,Elementary,Public,elevenFifteen,CommonCore,na,No response,No response,English
311472,KY,Teacher,Elementary,Public,elevenFifteen,CommonCore,na,No response,No response,Science
311472,KY,Teacher,Elementary,Public,elevenFifteen,CommonCore,na,No response,No response,Reading
311492,GA,Teacher,Middle,Public,sixTen,CommonCore,BYOT,No response,No response,Math
311510,WI,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,No response,History
311510,WI,Teacher,Middle,Private,sixTen,CommonCore,1to1,No response,No response,Geography
311572,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Science
311572,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Biology
311574,TX,Teacher,Middle,Public,sixTen,State,1to1,No response,No response,English
311574,TX,Teacher,Middle,Public,sixTen,State,1to1,No response,No response,Music
311622,International,Teacher,University,na,twentyMore,CommonCore,BYOT,No response,More than 50 students.,ComputerScience
311622,International,Teacher,University,na,twentyMore,CommonCore,BYOT,No response,More than 50 students.,Other
311716,KS,Teacher,High,Public,zeroFive,State,BYOT,dropbox,nothing,ComputerScience
311716,KS,Teacher,High,Public,zeroFive,State,BYOT,dropbox,nothing,Math
311716,KS,Teacher,High,Public,zeroFive,State,BYOT,dropbox,nothing,Geometry
311716,KS,Teacher,High,Public,zeroFive,State,BYOT,dropbox,nothing,Algebra1
311716,KS,Teacher,High,Public,zeroFive,State,BYOT,dropbox,nothing,Calculus
311716,KS,Teacher,High,Public,zeroFive,State,BYOT,dropbox,nothing,PreAlgebra
311795,PA,Teacher,Elementary,Private,elevenFifteen,CommonCore,Other,No response,No response,Math
311795,PA,Teacher,Elementary,Private,elevenFifteen,CommonCore,Other,No response,No response,PreAlgebra
311842,MD,Teacher,High,Private,twentyMore,Other,BYOT,No response,No response,English
311896,FL,Teacher,High,Public,zeroFive,State,1to1,Edmodo!!,"An ability to return to a previous quiz item. Also, generating graphs from the excel spreadsheets.",History
311896,FL,Teacher,High,Public,zeroFive,State,1to1,Edmodo!!,"An ability to return to a previous quiz item. Also, generating graphs from the excel spreadsheets.",Reading
311972,TX,Teacher,Middle,Public,sixTen,State,1to1,No response,No response,English
311972,TX,Teacher,Middle,Public,sixTen,State,1to1,No response,No response,Reading
311977,UT,Teacher,Elementary,Public,elevenFifteen,CommonCore,1to1,No response,No response,Math
311977,UT,Teacher,Elementary,Public,elevenFifteen,CommonCore,1to1,No response,No response,Art
311977,UT,Teacher,Elementary,Public,elevenFifteen,CommonCore,1to1,No response,No response,ESL
312004,International,Teacher,University,Private,elevenFifteen,na,na,No response,No response,Science
312004,International,Teacher,University,Private,elevenFifteen,na,na,No response,No response,Biology
312270,International,Teacher,High,Public,sixTen,Other,BYOT,No response,No response,Science
312270,International,Teacher,High,Public,sixTen,Other,BYOT,No response,No response,Biology
312270,International,Teacher,High,Public,sixTen,Other,BYOT,No response,No response,Chemistry
312543,MA,Teacher,Middle,Public,sixTen,CommonCore,1to1,No response,No response,English
312543,MA,Teacher,Middle,Public,sixTen,CommonCore,1to1,No response,No response,History
312643,IA,Teacher,Middle,Public,sixTen,State,BYOT,No response,No response,PE
312643,IA,Teacher,Middle,Public,sixTen,State,BYOT,No response,No response,Health
312704,MI,Teacher,Middle,Public,twentyMore,CommonCore,Other,No response,No response,English
312704,MI,Teacher,Middle,Public,twentyMore,CommonCore,Other,No response,No response,Health
312706,MO,Teacher,High,Public,sixteenTwenty,State,BYOT,No response,No response,Science
312735,International,Teacher,Other,Public,sixTen,Other,Other,No response,No response,Other
312808,MN,Librarian,Elementary,Public,zeroFive,State,BYOT,No response,No response,Other
312870,International,Teacher,High,Public,zeroFive,na,BYOT,No response,No response,ComputerScience
312892,VT,Teacher,High,Public,sixTen,na,1to1,No response,No response,Math
312892,VT,Teacher,High,Public,sixTen,na,1to1,No response,No response,Geometry
312892,VT,Teacher,High,Public,sixTen,na,1to1,No response,No response,otherMath
313044,International,Teacher,Other,Public,sixTen,Marzano,computerLab,No response,No response,ForeignLanguage
313044,International,Teacher,Other,Public,sixTen,Marzano,computerLab,No response,No response,German
313116,CA,Teacher,Middle,Private,sixTen,State,1to1,No response,No response,English
313116,CA,Teacher,Middle,Private,sixTen,State,1to1,No response,No response,Geography
313142,GA,Teacher,Elementary,Public,twentyMore,CommonCore,Other,No response,No response,Math
313142,GA,Teacher,Elementary,Public,twentyMore,CommonCore,Other,No response,No response,ForeignLanguage
313142,GA,Teacher,Elementary,Public,twentyMore,CommonCore,Other,No response,No response,ESL
313145,GA,Teacher,Elementary,Public,sixteenTwenty,CommonCore,Other,No response,No response,Math
313145,GA,Teacher,Elementary,Public,sixteenTwenty,CommonCore,Other,No response,No response,History
313145,GA,Teacher,Elementary,Public,sixteenTwenty,CommonCore,Other,No response,No response,Science
313145,GA,Teacher,Elementary,Public,sixteenTwenty,CommonCore,Other,No response,No response,otherScience
313145,GA,Teacher,Elementary,Public,sixteenTwenty,CommonCore,Other,No response,No response,Reading
313150,FL,Teacher,High,Public,elevenFifteen,CommonCore,computerLab,No response,No response,Math
313150,FL,Teacher,High,Public,elevenFifteen,CommonCore,computerLab,No response,No response,Albebra2
313150,FL,Teacher,High,Public,elevenFifteen,CommonCore,computerLab,No response,No response,Geometry
313250,International,Teacher,High,Public,sixTen,Bloom,BYOT,No response,No response,Physics
313250,International,Teacher,High,Public,sixTen,Bloom,BYOT,No response,No response,Science
313250,International,Teacher,High,Public,sixTen,Bloom,BYOT,No response,No response,Chemistry
313262,International,Teacher,High,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,Science
313262,International,Teacher,High,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,Chemistry
313279,WI,Teacher,University,Public,zeroFive,State,BYOT,No response,No response,Other
313321,GA,Teacher,High,Public,elevenFifteen,State,1to1,Moodle - longer versions of tests ,somehow disable ability to get on internet or out of program while taking an assessment,ForeignLanguage
313321,GA,Teacher,High,Public,elevenFifteen,State,1to1,Moodle - longer versions of tests ,somehow disable ability to get on internet or out of program while taking an assessment,Spanish
313433,International,Teacher,High,Public,elevenFifteen,CommonCore,Other,google,enable the use of animations / short movies,Science
313433,International,Teacher,High,Public,elevenFifteen,CommonCore,Other,google,enable the use of animations / short movies,Biology
313446,International,Teacher,High,Private,zeroFive,na,BYOT,No response,No response,Math
313446,International,Teacher,High,Private,zeroFive,na,BYOT,No response,No response,Albebra2
313446,International,Teacher,High,Private,zeroFive,na,BYOT,No response,No response,Geometry
313446,International,Teacher,High,Private,zeroFive,na,BYOT,No response,No response,PreCalc
313446,International,Teacher,High,Private,zeroFive,na,BYOT,No response,No response,Algebra1
313446,International,Teacher,High,Private,zeroFive,na,BYOT,No response,No response,Calculus
313446,International,Teacher,High,Private,zeroFive,na,BYOT,No response,No response,PreAlgebra
313473,CA,Librarian,Elementary,Public,sixTen,na,Other,No response,No response,Math
313473,CA,Librarian,Elementary,Public,sixTen,na,Other,No response,No response,otherMath
313473,CA,Librarian,Elementary,Public,sixTen,na,Other,No response,No response,Reading
313590,TX,Teacher,Middle,Public,twentyMore,State,BYOT,Learning.com,I would like to get the add images to work for me. It doesn't and this is the second time I have filled out this survey.,Math
313590,TX,Teacher,Middle,Public,twentyMore,State,BYOT,Learning.com,I would like to get the add images to work for me. It doesn't and this is the second time I have filled out this survey.,Music
313590,TX,Teacher,Middle,Public,twentyMore,State,BYOT,Learning.com,I would like to get the add images to work for me. It doesn't and this is the second time I have filled out this survey.,Drama
313590,TX,Teacher,Middle,Public,twentyMore,State,BYOT,Learning.com,I would like to get the add images to work for me. It doesn't and this is the second time I have filled out this survey.,Band
313590,TX,Teacher,Middle,Public,twentyMore,State,BYOT,Learning.com,I would like to get the add images to work for me. It doesn't and this is the second time I have filled out this survey.,PreAlgebra
313659,,Teacher,High,Public,twentyMore,na,BYOT,No response,No response,PE
313707,International,Teacher,High,Public,zeroFive,na,BYOT,No response,Allow 'randomizing' or 'shuffling' of questions so that students can't copy. ,ComputerScience
313707,International,Teacher,High,Public,zeroFive,na,BYOT,No response,Allow 'randomizing' or 'shuffling' of questions so that students can't copy. ,Art
313737,FL,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,Sport companies,Audio and visual contact with the students while using Socrative. ,Math
313737,FL,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,Sport companies,Audio and visual contact with the students while using Socrative. ,Science
313737,FL,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,Sport companies,Audio and visual contact with the students while using Socrative. ,Reading
313737,FL,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,Sport companies,Audio and visual contact with the students while using Socrative. ,PreAlgebra
313743,NC,Teacher,Elementary,Public,zeroFive,CommonCore,Other,No response,No response,Math
313743,NC,Teacher,Elementary,Public,zeroFive,CommonCore,Other,No response,No response,Science
313840,IN,Teacher,High,Public,zeroFive,State,computerLab,No response,No response,Math
313840,IN,Teacher,High,Public,zeroFive,State,computerLab,No response,No response,Albebra2
313840,IN,Teacher,High,Public,zeroFive,State,computerLab,No response,No response,Algebra1
313847,TX,Administrator,na,Public,sixTen,State,1to1,Canvas Edmodo Schoology,No response,Math
313847,TX,Administrator,na,Public,sixTen,State,1to1,Canvas Edmodo Schoology,No response,Albebra2
313847,TX,Administrator,na,Public,sixTen,State,1to1,Canvas Edmodo Schoology,No response,Geometry
313847,TX,Administrator,na,Public,sixTen,State,1to1,Canvas Edmodo Schoology,No response,PreCalc
313847,TX,Administrator,na,Public,sixTen,State,1to1,Canvas Edmodo Schoology,No response,Algebra1
313847,TX,Administrator,na,Public,sixTen,State,1to1,Canvas Edmodo Schoology,No response,Calculus
313847,TX,Administrator,na,Public,sixTen,State,1to1,Canvas Edmodo Schoology,No response,PreAlgebra
313892,UT,Teacher,Elementary,Public,sixteenTwenty,CommonCore,1to1,I'm not sure! I haven't researched that.,It would be great to have more than 5 choices for the multiple choice quiz. Sometimes I have up to 10 choices that I would like my students to choose from. It would be great to create a Socrative quiz with more than 5 MC choices. Thanks!,English
313892,UT,Teacher,Elementary,Public,sixteenTwenty,CommonCore,1to1,I'm not sure! I haven't researched that.,It would be great to have more than 5 choices for the multiple choice quiz. Sometimes I have up to 10 choices that I would like my students to choose from. It would be great to create a Socrative quiz with more than 5 MC choices. Thanks!,otherMath
313892,UT,Teacher,Elementary,Public,sixteenTwenty,CommonCore,1to1,I'm not sure! I haven't researched that.,It would be great to have more than 5 choices for the multiple choice quiz. Sometimes I have up to 10 choices that I would like my students to choose from. It would be great to create a Socrative quiz with more than 5 MC choices. Thanks!,Science
313892,UT,Teacher,Elementary,Public,sixteenTwenty,CommonCore,1to1,I'm not sure! I haven't researched that.,It would be great to have more than 5 choices for the multiple choice quiz. Sometimes I have up to 10 choices that I would like my students to choose from. It would be great to create a Socrative quiz with more than 5 MC choices. Thanks!,otherScience
313892,UT,Teacher,Elementary,Public,sixteenTwenty,CommonCore,1to1,I'm not sure! I haven't researched that.,It would be great to have more than 5 choices for the multiple choice quiz. Sometimes I have up to 10 choices that I would like my students to choose from. It would be great to create a Socrative quiz with more than 5 MC choices. Thanks!,Reading
313892,UT,Teacher,Elementary,Public,sixteenTwenty,CommonCore,1to1,I'm not sure! I haven't researched that.,It would be great to have more than 5 choices for the multiple choice quiz. Sometimes I have up to 10 choices that I would like my students to choose from. It would be great to create a Socrative quiz with more than 5 MC choices. Thanks!,PE
313914,International,Teacher,Other,na,zeroFive,na,BYOT,No response,No response,Music
313916,International,Teacher,University,Public,elevenFifteen,Other,BYOT,No response,No response,Physics
313916,International,Teacher,University,Public,elevenFifteen,Other,BYOT,No response,No response,Science
313916,International,Teacher,University,Public,elevenFifteen,Other,BYOT,No response,No response,Biology
313916,International,Teacher,University,Public,elevenFifteen,Other,BYOT,No response,No response,Chemistry
313916,International,Teacher,University,Public,elevenFifteen,Other,BYOT,No response,No response,otherScience
313955,International,Tech,Elementary,Public,elevenFifteen,Other,1to1,No response,No response,Math
313955,International,Tech,Elementary,Public,elevenFifteen,Other,1to1,No response,No response,English
313955,International,Tech,Elementary,Public,elevenFifteen,Other,1to1,No response,No response,Music
313955,International,Tech,Elementary,Public,elevenFifteen,Other,1to1,No response,No response,Other
313955,International,Tech,Elementary,Public,elevenFifteen,Other,1to1,No response,No response,Reading
313955,International,Tech,Elementary,Public,elevenFifteen,Other,1to1,No response,No response,Art
313997,International,Other,Elementary,Public,sixteenTwenty,na,Other,Apple Lego ,Audio,ComputerScience
314006,International,Teacher,na,Public,sixTen,na,Other,No response,"Ability to sort similar saved quizzes into separate categories. Ability to search for other peoples quizzes when they are made public, then change and adapt them to suit class.",Science
314006,International,Teacher,na,Public,sixTen,na,Other,No response,"Ability to sort similar saved quizzes into separate categories. Ability to search for other peoples quizzes when they are made public, then change and adapt them to suit class.",Biology
314109,International,Teacher,High,Public,elevenFifteen,State,computerLab,No response,No response,ComputerScience
314170,International,Teacher,Other,na,twentyMore,na,Other,No response,No response,Other
314170,International,Teacher,Other,na,twentyMore,na,Other,No response,No response,Science
314170,International,Teacher,Other,na,twentyMore,na,Other,No response,No response,Biology
314205,IN,Teacher,Elementary,Public,sixTen,CommonCore,Other,Examview,Images sounds like a great addition :),Math
314205,IN,Teacher,Elementary,Public,sixTen,CommonCore,Other,Examview,Images sounds like a great addition :),English
314205,IN,Teacher,Elementary,Public,sixTen,CommonCore,Other,Examview,Images sounds like a great addition :),Reading
314251,KS,Other,High,Public,twentyMore,Marzano,computerLab,No response,No response,Other
314260,ME,Librarian,High,Public,twentyMore,Other,1to1,No response,No response,Other
314275,International,Teacher,High,Public,zeroFive,na,computerLab,Nil,#NAME?,Physics
314275,International,Teacher,High,Public,zeroFive,na,computerLab,Nil,#NAME?,Science
314275,International,Teacher,High,Public,zeroFive,na,computerLab,Nil,#NAME?,Biology
314275,International,Teacher,High,Public,zeroFive,na,computerLab,Nil,#NAME?,Chemistry
314293,International,Teacher,Other,Public,elevenFifteen,Marzano,BYOT,No response,No response,ComputerScience
314293,International,Teacher,Other,Public,elevenFifteen,Marzano,BYOT,No response,No response,English
314299,International,Teacher,High,Public,sixteenTwenty,Bloom,BYOT,No response,No response,Music
314299,International,Teacher,High,Public,sixteenTwenty,Bloom,BYOT,No response,No response,History
314299,International,Teacher,High,Public,sixteenTwenty,Bloom,BYOT,No response,No response,Band
314312,CT,Teacher,High,Public,sixTen,na,BYOT,FinalSite,"Contact me about some uses that I have considered...continue the good work! Thanks, Paul",History
314597,International,Teacher,University,Public,zeroFive,na,na,No response,No response,Physics
314597,International,Teacher,University,Public,zeroFive,na,na,No response,No response,Math
314597,International,Teacher,University,Public,zeroFive,na,na,No response,No response,Geometry
314597,International,Teacher,University,Public,zeroFive,na,na,No response,No response,Science
314656,International,Teacher,University,Public,twentyMore,Bloom,BYOT,Dropbox,Group login - e.g.5 groups of 5 students,Drama
314690,MO,Teacher,Elementary,Public,zeroFive,CommonCore,BYOT,No response,Save password for use on teacher computer so I don't have to log in each day. Fixing crashes when I operate the teacher and student sites at the same time. Quizzes able to be scheduled with start and stop times that don't require manual start each time.,Math
314690,MO,Teacher,Elementary,Public,zeroFive,CommonCore,BYOT,No response,Save password for use on teacher computer so I don't have to log in each day. Fixing crashes when I operate the teacher and student sites at the same time. Quizzes able to be scheduled with start and stop times that don't require manual start each time.,English
314690,MO,Teacher,Elementary,Public,zeroFive,CommonCore,BYOT,No response,Save password for use on teacher computer so I don't have to log in each day. Fixing crashes when I operate the teacher and student sites at the same time. Quizzes able to be scheduled with start and stop times that don't require manual start each time.,Geometry
314690,MO,Teacher,Elementary,Public,zeroFive,CommonCore,BYOT,No response,Save password for use on teacher computer so I don't have to log in each day. Fixing crashes when I operate the teacher and student sites at the same time. Quizzes able to be scheduled with start and stop times that don't require manual start each time.,Reading
314690,MO,Teacher,Elementary,Public,zeroFive,CommonCore,BYOT,No response,Save password for use on teacher computer so I don't have to log in each day. Fixing crashes when I operate the teacher and student sites at the same time. Quizzes able to be scheduled with start and stop times that don't require manual start each time.,PreAlgebra
314706,MD,Teacher,University,Public,zeroFive,na,BYOT,No response,No response,History
314706,MD,Teacher,University,Public,zeroFive,na,BYOT,No response,No response,Art
314816,IN,Teacher,Middle,Private,elevenFifteen,na,1to1,No response,No response,Science
314887,International,Teacher,University,Public,zeroFive,State,BYOT,Prezi and Microsoft (Powerpoint).,Adding videos. Imbedding Socrative into Prezi or Powerpoint.,Science
314887,International,Teacher,University,Public,zeroFive,State,BYOT,Prezi and Microsoft (Powerpoint).,Adding videos. Imbedding Socrative into Prezi or Powerpoint.,otherScience
314887,International,Teacher,University,Public,zeroFive,State,BYOT,Prezi and Microsoft (Powerpoint).,Adding videos. Imbedding Socrative into Prezi or Powerpoint.,ESL
314887,International,Teacher,University,Public,zeroFive,State,BYOT,Prezi and Microsoft (Powerpoint).,Adding videos. Imbedding Socrative into Prezi or Powerpoint.,Health
314909,NH,Teacher,Middle,Public,zeroFive,na,computerLab,No response,No response,History
314909,NH,Teacher,Middle,Public,zeroFive,na,computerLab,No response,No response,Geography
314973,International,Teacher,High,Public,sixTen,na,computerLab,No response,No response,English
314973,International,Teacher,High,Public,sixTen,na,computerLab,No response,No response,ESL
315019,International,Teacher,High,Public,sixTen,State,computerLab,No response,No response,Other
315031,International,Teacher,High,Private,zeroFive,na,na,No response,No response,Other
315038,International,Teacher,High,Private,twentyMore,na,BYOT,No response,No response,Science
315038,International,Teacher,High,Private,twentyMore,na,BYOT,No response,No response,Biology
